loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
1318, 9510255,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   0, 1035, 0.000, 5, -79, -21,  15, -25,  80, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1319, 9511256,   1,   0,  -1,   0,   0,   0,   3,   0,   0,   0,   0, 1035, 0.000, 5, -81, -24,  21, -25,  80, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1320, 9512259,   1,   0,  -1,   0,   0,   0,   2,   1,   0,   0,   0, 1035, 0.000, 5, -83, -27,  25, -25,  80, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1321, 9513268,   1,   0,  -1,   0,   0,   0,   2,   1,   0,   0,   0, 1035, 0.000, 5, -86, -27,  27, -21,  69, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1322, 9514272,   1,   0,  -1,   0,   0,   0,   1,   0,   0,   0,   0, 1035, 0.000, 5, -85, -25,  26, -21,  69, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1323, 9515280,   1,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 5, -81, -22,  23, -21,  69, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1324, 9516285,   1,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 5, -75, -18,  19, -19,  60, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1325, 9517292,   1,   0,   0,   0,   0,   0,  -1,  -1,   0,   0,   0, 1035, 0.000, 5, -69, -14,  15, -19,  60, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1326, 9518300,   1,   0,   0,   0,   0,   0,  -2,  -1,   0,   0,   0, 1035, 0.000, 3, -62, -12,  10, -19,  60, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1327, 9519301,   0,   0,   0,   0,   0,   0,  -3,  -1,   0,   0,   0, 1035, 0.000, 3, -57, -12,   5, -18,  56, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1328, 9520302,   0,   0,   0,   0,   0,   0,  -3,  -1,   0,   0,   0, 1035, 0.000, 3, -52, -14,  -2, -18,  56, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1329, 9521304,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   0, 1035, 0.000, 3, -49, -15,  -8, -18,  56, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1330, 9522311,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0, 1035, 0.000, 3, -46, -14, -12, -17,  53, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1331, 9523319,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0, 1035, 0.000, 3, -45, -13, -16, -17,  53, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1332, 9524319,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -45, -12, -18, -17,  53, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1333, 9525320,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -46, -13, -19, -16,  48, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1334, 9526326,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -50, -16, -19, -16,  48, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1335, 9527332,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -55, -19, -17, -16,  48, 2023,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1336, 9528332,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0, 1035, 0.000, 3, -59, -22, -14, -14,  40, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1337, 9529334,   1,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0, 1035, 0.000, 3, -63, -23, -12, -14,  40, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1338, 9530335,   1,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0, 1035, 0.000, 3, -66, -22,  -9, -14,  40, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1339, 9531337,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0, 1035, 0.000, 3, -68, -20,  -7, -15,  31, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1340, 9532343,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0, 1035, 0.000, 3, -66, -19,  -6, -15,  31, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1341, 9533343,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -64, -19,  -5, -15,  31, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1342, 9534351,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -61, -19,  -5, -15,  21, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1343, 9535351,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -57, -18,  -4, -15,  21, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1344, 9536351,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -53, -16,  -3, -15,  21, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1345, 9537356,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -49, -14,  -3, -14,   9, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1346, 9538357,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0, 1035, 0.000, 3, -46, -13,  -2, -14,   9, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1347, 9539364,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -45, -11,  -1, -14,   9, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1348, 9540369,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -44,  -9,   1, -12,  -4, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1349, 9541375,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, 3, -42,  -8,   3, -12,  -4, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1350, 9542379,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 3, -42,  -8,   5, -12,  -4, 2029,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1351, 9543401,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -43,  -9,   7, -10, -16, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1352, 9544402,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -44,  -9,   9, -10, -16, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1353, 9545403,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -44, -11,   9, -10, -16, 2026,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1354, 9546405,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -44, -13,   8,  -8, -29, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1355, 9547409,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -45, -15,   7,  -8, -29, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1356, 9548409,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -46, -15,   5,  -8, -29, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1357, 9549417,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -47, -14,   2,  -7, -40, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1358, 9550423,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -48, -15,  -1,  -7, -40, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1359, 9551430,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -49, -15,  -5,  -7, -40, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1360, 9552437,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -49, -16,  -8,  -7, -48, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1361, 9553443,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -48, -16, -11,  -7, -48, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1362, 9554447,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -46, -16, -14,  -7, -48, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1363, 9555453,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -44, -15, -16,  -8, -52, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1364, 9556460,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -42, -14, -17,  -8, -52, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1365, 9557461,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -40, -13, -16,  -8, -52, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1366, 9558463,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -40, -12, -13, -10, -55, 2021,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1367, 9559466,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -39, -11,  -8, -10, -55, 2021,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1368, 9560473,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -39, -10,  -3, -10, -55, 2021,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1369, 9561481,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -40, -10,   4, -10, -59, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1370, 9562486,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -41, -10,  10, -10, -59, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1371, 9563491,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -41, -11,  16, -10, -59, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1372, 9564494,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -39, -11,  20,  -8, -63, 2019,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1373, 9565495,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -37, -11,  23,  -8, -63, 2019,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1374, 9566504,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -36, -10,  24,  -8, -63, 2019,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1375, 9567511,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1, -34, -10,  23,  -4, -61, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1376, 9568519,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -4, -32,  -8,  19,  -4, -61, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1377, 9569525,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -4, -30,  -7,  14,  -4, -61, 2020,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1378, 9570526,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, -4, -28,  -6,   8,  -2, -54, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1379, 9571533,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, -4, -26,  -5,   1,  -2, -54, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1380, 9572538,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.000, -4, -26,  -5,  -7,  -2, -54, 2022,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1381, 9573547,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -25,  -6, -14,  -2, -43, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1382, 9574556,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -24,  -8, -21,  -2, -43, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1383, 9575561,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -23, -10, -27,  -2, -43, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1384, 9576569,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -23, -11, -32,  -2, -32, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1385, 9577570,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -22, -12, -34,  -2, -32, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1386, 9578578,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21, -12, -34,  -2, -32, 2024,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1387, 9579587,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21, -11, -32,  -1, -25, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1388, 9580593,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21, -10, -26,  -1, -25, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1389, 9581602,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21,  -9, -19,  -1, -25, 2025,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1390, 9582607,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -20,  -8, -11,   1, -21, 2027,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1391, 9583612,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -20,  -6,  -2,   1, -21, 2027,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1392, 9584617,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -20,  -5,   8,   1, -21, 2027,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1393, 9585626,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21,  -4,  18,   4, -18, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1394, 9586630,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -22,  -3,  27,   4, -18, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1395, 9587635,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -22,  -2,  33,   4, -18, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1396, 9588638,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -22,  -2,  36,   7, -16, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1397, 9589639,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21,  -3,  37,   7, -16, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1398, 9590646,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -21,  -3,  36,   7, -16, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1399, 9591650,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -22,  -4,  34,  10, -12, 2036,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1400, 9592653,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -4, -23,  -5,  28,  10, -12, 2036,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1401, 9593662,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -23,  -6,  20,  10, -12, 2036,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1402, 9594663,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -22,  -7,  11,  12,  -7, 2039,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1403, 9595667,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -21,  -8,   0,  12,  -7, 2039,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1404, 9596670,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -19,  -7,  -9,  12,  -7, 2039,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1405, 9597676,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -17,  -6, -18,  12,  -3, 2041,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1406, 9598679,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6, -13,  -6, -25,  12,  -3, 2041,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1407, 9599683,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.017, -6,  -8,  -6, -31,  12,  -3, 2041,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1408, 9600689,   0,   0,   2,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.017, -6,  -5,  -7, -34,   8,   1, 2043,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1409, 9601696,   0,   0,   2,   0,   0,   0,  -2,   0,   0,   0,   0, 1035, 0.017, -6,  -2,  -7, -36,   8,   1, 2043,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1410, 9602700,   0,   0,   2,   0,   0,   0,  -2,   0,   0,   0,   0, 1035, 0.017, -6,   1,  -6, -35,   8,   1, 2043,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1411, 9603702,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.017, -6,   3,  -4, -32,   5,   2, 2044,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1412, 9604711,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.017, -6,   3,  -2, -27,   5,   2, 2044,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1413, 9605718,   0,   0,   1,   0,   0,   0,  -1,   0,   0,   0,   0, 1035, 0.017, -6,   3,  -1, -21,   5,   2, 2044,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1414, 9606722,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,   2,  -1, -12,   3,   0, 2045,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1415, 9607725,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,   1,   0,  -3,   3,   0, 2045,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1416, 9608729,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,   0,   0,   7,   3,   0, 2045,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1417, 9609731,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,  -2,   1,  16,   2,  -1, 2046,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1418, 9610736,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,  -5,   1,  23,   2,  -1, 2046,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1419, 9611742,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, -6,  -7,   1,  28,   2,  -1, 2046,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1420, 9612751,   0,   0,  -1,   0,   0,   0,   1,   0,   0,   0,   0, 1035, 0.017, -6,  -8,   0,  31,   0,   1, 2048,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1421, 9613752,   0,   0,  -1,   0,   0,   0,   1,   0,   0,   0,   0, 1035, 0.000, -6,  -9,  -2,  31,   0,   1, 2048,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1422, 9614756,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -6, -10,  -3,  29,   0,   1, 2048,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1423, 9615761,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -6, -10,  -3,  26,  -3,   6, 2050,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1424, 9616764,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -6, -10,  -3,  21,  -3,   6, 2050,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
1425, 9617764,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -6,  -9,  -2,  16,  -3,   6, 2050,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
